"Intent","Strategy","Method","Time Created","Sources","Labels","Destinations","Sensors","Priority"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:13PM UTC","205.185.208.47;144.76.114.93"," ","192.168.43.37","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Vulnerable Software Exploitation","DNS Change","Wed, Sep 27 2017 04:13PM UTC","192.254.65.102"," ","192.168.78.61","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Malware Infection","Phishing","Wed, Sep 27 2017 04:13PM UTC","37.9.248.135"," ","192.168.228.41","cd2818d3-4a04-49f2-a121-69149747fe2a","medium"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:13PM UTC","37.9.248.135;185.29.133.199"," ","192.168.228.41","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:13PM UTC","185.29.134.91;37.97.194.83"," ","192.168.120.61","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:13PM UTC","185.29.133.33;37.97.194.83"," ","192.168.120.61","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:13PM UTC","185.29.133.223;37.97.194.83"," ","192.168.120.61","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:12PM UTC","192.168.157.35"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:12PM UTC","95.131.121.198;88.85.80.183"," ","192.168.77.179","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:12PM UTC","185.29.133.58;88.85.80.183"," ","192.168.77.179","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:12PM UTC","185.29.134.91;88.85.75.120"," ","192.168.159.30","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Vulnerable Software Exploitation","DNS Change","Wed, Sep 27 2017 04:12PM UTC","64.62.174.98"," ","192.168.1.197","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Vulnerable Software Exploitation","DNS Change","Wed, Sep 27 2017 04:12PM UTC","192.254.65.102"," ","192.168.34.143","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:11PM UTC","192.168.72.152"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:11PM UTC","192.168.1.143"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:11PM UTC","185.29.134.91;78.46.232.214"," ","192.168.111.204","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:11PM UTC","109.234.38.150;185.29.133.208"," ","192.168.111.204","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Vulnerable Software Exploitation","DNS Change","Wed, Sep 27 2017 04:11PM UTC","192.254.65.102"," ","192.168.108.169","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:10PM UTC","192.168.170.75"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Environmental Awareness","Anonymous Channel","tor2www Proxy","Wed, Sep 27 2017 04:10PM UTC","185.100.85.150"," ","192.168.170.75","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:10PM UTC","37.97.165.133;185.29.134.193"," ","192.168.146.102","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Exploitation & Installation","Suspicious Behaviour","Public IP lookup after download","Wed, Sep 27 2017 04:10PM UTC","192.168.154.215"," ","162.125.66.6;180.149.136.219","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","low"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 04:10PM UTC","139.59.46.154"," ","192.168.56.11","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Downloader","Wed, Sep 27 2017 04:10PM UTC","139.59.46.154"," ","192.168.56.11","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 04:10PM UTC","139.59.46.154"," ","192.168.56.11","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:09PM UTC","192.168.33.157;185.29.133.199"," ","192.168.33.157;43.227.97.228","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:09PM UTC","185.29.135.42;192.168.33.157"," ","192.168.33.157;43.227.97.228","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 04:09PM UTC","192.168.33.157"," ","43.227.97.228","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:09PM UTC","37.97.198.125;185.29.133.34"," ","192.168.225.97","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:09PM UTC","185.29.135.42;37.97.198.125"," ","192.168.225.97","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:09PM UTC","192.168.137.19"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:09PM UTC","192.168.17.181"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:09PM UTC","192.168.108.131"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Delivery & Attack","Vulnerable Software Exploitation","Microsoft Windows","Wed, Sep 27 2017 04:09PM UTC","52.85.89.26;88.85.75.120"," ","192.168.133.65","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Vulnerable Software Exploitation","JavaScript Shellcode","Wed, Sep 27 2017 04:09PM UTC","88.85.75.120;115.239.210.141"," ","192.168.133.65","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:09PM UTC","88.85.75.120;95.101.246.107"," ","192.168.133.65","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:09PM UTC","185.29.133.33;88.85.84.122"," ","192.168.28.198","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:09PM UTC","185.29.134.193;149.255.51.57"," ","192.168.2.252","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:08PM UTC","185.29.135.42;149.255.51.57"," ","192.168.2.252","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:08PM UTC","192.168.29.233"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"System Compromise","Malware Infection","Malicious SSL Certificate","Wed, Sep 27 2017 04:07PM UTC","146.20.54.136"," ","192.168.189.133","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Vulnerable Software Exploitation","JavaScript Shellcode","Wed, Sep 27 2017 04:07PM UTC","69.16.175.42;146.20.54.136"," ","192.168.189.133","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:07PM UTC","185.29.135.42;146.20.54.136"," ","192.168.189.133","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:06PM UTC","192.168.21.167"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"System Compromise","Malware Infection","Spyware","Wed, Sep 27 2017 04:06PM UTC","192.168.157.253"," ","23.23.99.171","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 04:06PM UTC","192.168.157.253"," ","23.23.99.171","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Spyware","Wed, Sep 27 2017 04:06PM UTC","192.168.157.253"," ","95.100.248.88","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 04:06PM UTC","192.168.157.253"," ","95.100.248.88","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:06PM UTC","185.29.133.208;192.168.157.253"," ","192.168.157.253;95.100.248.88","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Spyware","Wed, Sep 27 2017 04:06PM UTC","192.168.244.252"," ","95.100.248.88","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 04:06PM UTC","192.168.244.252"," ","95.100.248.88","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Vulnerable Software Exploitation","DNS Change","Wed, Sep 27 2017 04:06PM UTC","192.254.65.102"," ","192.168.244.252","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Malware Infection","Phishing","Wed, Sep 27 2017 04:06PM UTC","37.9.248.135"," ","192.168.148.231","cd2818d3-4a04-49f2-a121-69149747fe2a","medium"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:06PM UTC","37.9.248.135;185.29.133.199"," ","192.168.148.231","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:06PM UTC","205.185.208.47;144.76.114.93"," ","192.168.139.71","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:06PM UTC","185.29.134.91;37.97.194.83"," ","192.168.134.207","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:06PM UTC","185.29.133.33;37.97.194.83"," ","192.168.134.207","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:06PM UTC","185.29.133.223;37.97.194.83"," ","192.168.134.207","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:05PM UTC","192.168.189.103"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:05PM UTC","185.29.133.58;88.85.80.183"," ","192.168.199.209","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:05PM UTC","95.131.121.198;88.85.80.183"," ","192.168.199.209","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:05PM UTC","185.29.134.91;88.85.75.120"," ","192.168.206.131","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Vulnerable Software Exploitation","DNS Change","Wed, Sep 27 2017 04:05PM UTC","64.62.174.98"," ","192.168.243.230","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Vulnerable Software Exploitation","DNS Change","Wed, Sep 27 2017 04:05PM UTC","192.254.65.102"," ","192.168.77.253","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:04PM UTC","192.168.225.115"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:04PM UTC","192.168.243.102"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:04PM UTC","109.234.38.150;185.29.134.91"," ","192.168.154.164","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:04PM UTC","185.29.133.208;78.46.232.214"," ","192.168.154.164","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Vulnerable Software Exploitation","DNS Change","Wed, Sep 27 2017 04:04PM UTC","192.254.65.102"," ","192.168.100.25","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Environmental Awareness","Anonymous Channel","tor2www Proxy","Wed, Sep 27 2017 04:03PM UTC","185.100.85.150"," ","192.168.3.199","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:03PM UTC","192.168.3.199"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:03PM UTC","37.97.165.133;185.29.134.193"," ","192.168.19.14","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 04:02PM UTC","192.168.196.233"," ","43.227.97.228","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:02PM UTC","185.29.133.199;192.168.196.233"," ","43.227.97.228;192.168.196.233","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:02PM UTC","185.29.135.42;192.168.196.233"," ","43.227.97.228;192.168.196.233","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Exploitation & Installation","Suspicious Behaviour","Public IP lookup after download","Wed, Sep 27 2017 04:02PM UTC","192.168.57.30"," ","162.125.66.6;180.149.136.219","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:02PM UTC","37.97.198.125;185.29.133.34"," ","192.168.157.213","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:02PM UTC","185.29.135.42;37.97.198.125"," ","192.168.157.213","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:02PM UTC","192.168.234.145"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:02PM UTC","192.168.96.221"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:02PM UTC","192.168.37.74"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Delivery & Attack","Vulnerable Software Exploitation","JavaScript Shellcode","Wed, Sep 27 2017 04:02PM UTC","88.85.75.120;115.239.210.141"," ","192.168.200.207","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:02PM UTC","88.85.75.120;95.101.246.107"," ","192.168.200.207","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Vulnerable Software Exploitation","Microsoft Windows","Wed, Sep 27 2017 04:02PM UTC","52.85.89.26;88.85.75.120"," ","192.168.200.207","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:02PM UTC","185.29.133.33;88.85.84.122"," ","192.168.75.165","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:01PM UTC","185.29.134.193;149.255.51.57"," ","192.168.97.62","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:01PM UTC","185.29.135.42;149.255.51.57"," ","192.168.97.62","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:01PM UTC","192.168.20.14"," ","213.133.98.98","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Environmental Awareness","Suspicious Security Critical Event","Windows Event Log Cleared","Wed, Sep 27 2017 04:00PM UTC","WIN-JDV7HJL0IOH"," "," ","cd2818d3-4a04-49f2-a121-69149747fe2a","low"
"Environmental Awareness","Suspicious Security Critical Event","Windows Event Log Cleared","Wed, Sep 27 2017 04:00PM UTC","WIN-JDV7HJL0IOH"," "," ","b505ca76-08cf-46b9-8108-c26b94b3fa80","low"
"System Compromise","Malware Infection","Malicious SSL Certificate","Wed, Sep 27 2017 04:00PM UTC","146.20.54.136"," ","192.168.116.197","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Vulnerable Software Exploitation","JavaScript Shellcode","Wed, Sep 27 2017 04:00PM UTC","69.16.175.42;146.20.54.136"," ","192.168.116.197","cd2818d3-4a04-49f2-a121-69149747fe2a;b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Suspicious Download","Suspicious Java Download","Wed, Sep 27 2017 04:00PM UTC","185.29.135.42;146.20.54.136"," ","192.168.116.197","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 04:00PM UTC","192.168.204.128"," ","194.58.101.222","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Trojan","Wed, Sep 27 2017 04:00PM UTC","192.168.204.128"," ","192.168.204.2","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Environmental Awareness","Anonymous Channel","Tor Onion Proxy","Wed, Sep 27 2017 04:00PM UTC","192.168.204.128"," ","192.168.204.2","b505ca76-08cf-46b9-8108-c26b94b3fa80","low"
"Environmental Awareness","Anonymous Channel","tor2www Proxy","Wed, Sep 27 2017 04:00PM UTC","38.229.70.4"," ","192.168.204.128","b505ca76-08cf-46b9-8108-c26b94b3fa80","low"
"System Compromise","Malware Infection","Downloader","Wed, Sep 27 2017 04:00PM UTC","192.168.1.106"," ","50.57.171.207","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 04:00PM UTC","192.168.1.106"," ","50.57.171.207","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Brute Force Authentication","Successful Authentication After Brute Force","Wed, Sep 27 2017 04:00PM UTC","168.167.35.102"," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","Anomalous User Behavior","Repeated Login Failure","Wed, Sep 27 2017 04:00PM UTC","168.167.35.102"," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 04:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 04:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 04:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 04:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 04:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 03:40PM UTC","10.0.2.15"," ","116.31.118.130","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Backdoor","Wed, Sep 27 2017 03:40PM UTC","10.0.2.15"," ","116.31.118.130","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Ransomware","Wed, Sep 27 2017 03:30PM UTC","10.3.20.101"," ","149.202.248.137","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 03:30PM UTC","10.3.20.101"," ","149.202.248.137","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Wed, Sep 27 2017 03:30PM UTC","10.3.20.101;92.53.104.78"," ","10.3.20.101;92.53.104.78","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Malicious SSL Certificate","Wed, Sep 27 2017 03:30PM UTC","193.28.179.151"," ","ip-192-168-56-117.ec2.internal","d3736331-3b01-451e-a8cd-074525e5e789","high"
"System Compromise","Suspicious Behavior","OTX Indicators of Compromise","Wed, Sep 27 2017 03:20PM UTC","23.95.23.219"," ","10.3.30.104","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Malicious SSL Certificate","Wed, Sep 27 2017 03:20PM UTC","8.8.247.36"," ","10.3.30.104","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Suspicious Behavior","OTX Indicators of Compromise","Wed, Sep 27 2017 03:20PM UTC","8.8.247.36"," ","10.3.30.104","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 03:10PM UTC","10.12.19.101"," ","185.144.30.128","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Wed, Sep 27 2017 03:10PM UTC","86.104.15.189;10.12.19.101"," ","86.104.15.189;10.12.19.101","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Suspicious Behavior","OTX Indicators of Compromise","Wed, Sep 27 2017 03:00PM UTC","ip-192-168-1-121.ec2.internal"," ","8.8.8.8","d3736331-3b01-451e-a8cd-074525e5e789","high"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 03:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 03:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 03:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 03:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"Environmental Awareness","New User Creation","Create User","Wed, Sep 27 2017 03:00PM UTC"," "," "," ","d3736331-3b01-451e-a8cd-074525e5e789","medium"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 02:50PM UTC","10.9.21.101"," ","212.116.113.94","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Trojan","Wed, Sep 27 2017 02:50PM UTC","193.142.214.6"," ","10.9.21.101","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Downloader","Wed, Sep 27 2017 02:50PM UTC","10.9.21.101"," ","212.116.113.94","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 02:50PM UTC","10.9.21.101"," ","212.116.113.94","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"Delivery & Attack","Exploit Kit","EK Payload Delivered","Wed, Sep 27 2017 02:40PM UTC","217.107.34.86;192.168.1.5"," ","217.107.34.86;192.168.1.5","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","Malware Infection","Ransomware","Wed, Sep 27 2017 02:40PM UTC","192.168.1.5"," ","109.236.87.201","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 02:40PM UTC","192.168.1.5"," ","109.236.87.201","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 02:30PM UTC","36.239.158.54"," ","ip-192-168-1-121.ec2.internal","d3736331-3b01-451e-a8cd-074525e5e789","high"
"System Compromise","Malware Infection","Ransomware","Wed, Sep 27 2017 02:30PM UTC","ip-192-168-1-121.ec2.internal"," ","8.8.8.8","d3736331-3b01-451e-a8cd-074525e5e789","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 02:30PM UTC","ip-192-168-56-117.ec2.internal"," ","199.59.243.120","d3736331-3b01-451e-a8cd-074525e5e789","high"
"System Compromise","Malware Infection","Malicious SSL Certificate","Wed, Sep 27 2017 02:30PM UTC","92.63.100.227"," ","ip-192-168-56-117.ec2.internal","d3736331-3b01-451e-a8cd-074525e5e789","high"
"System Compromise","Malware Infection","Ransomware","Wed, Sep 27 2017 02:20PM UTC","192.168.56.15"," ","211.125.122.53","b505ca76-08cf-46b9-8108-c26b94b3fa80","high"
"System Compromise","C&C Communication","Malware Beaconing to C&C","Wed, Sep 27 2017 02:20PM UTC","192.168.56.12"," ","2.229.10.193","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
"System Compromise","Malware Infection","Malicious SSL Certificate","Wed, Sep 27 2017 02:10PM UTC","204.95.99.204"," ","192.168.56.103","cd2818d3-4a04-49f2-a121-69149747fe2a","high"
