Scan Results,09/26/2017 at 11:58:26 (GMT+0300),,,,,,,,,,,,,,,,,,,,,,,
Nayax LTD,Roul Walenberg 18 st,,Tel-Aviv,None,Israel,11111,,,,,,,,,,,,,,,,,,
Gal Bayer,nayax-gb,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
Launch Date,Active Hosts,Total Hosts,Type,Status,Reference,Scanner Appliance,Duration,Scan Title,Asset Groups,IPs,Excluded IPs,Option Profile,,,,,,,,,,,,
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105114,Microsoft Windows Users With Privilege - Profile Single Process,Ig,2,,,,,,,,Allows a user to sample the performance of an application process. By default administrators and power users are vulnerable.,N/A,N/A,,,Administrators,no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105115,Microsoft Windows Users With Privilege - Remote Shutdown,Ig,2,,,,,,,,The SeRemoteShutdownPrevilage setting at the host is enumerated. This allows users to shutdown a system from a remote system.,N/A,N/A,,,Administrators,no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105116,Microsoft Windows Users With Privilege - Restore,Ig,2,,,,,,,,"The SeRestorePrivilege setting at the host is enumerated. This allows a user to circumvent file and directory permissions when restoring backed-up files and directories, and to set any valid security principal as the owner of an object. By default administrators and backup operators have this privilege.",N/A,N/A,,,"Backup_Operators
Administrators",no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105117,Microsoft Windows Users With Privilege - Change Security Attributes,Ig,2,,,,,,,,"The SeSecurityPrivilege setting at the host is enumerated. This allows users to specify object access auditing options for individual resources such as files, active directory objects, and registry keys. By default administrators have this privilege.",N/A,N/A,,,Administrators,no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105118,Microsoft Windows Users With Privilege - Shutdown,Ig,2,,,,,,,,"The SeShutdownPrivilege setting at the host is enumerated. This allows a  user to shutdown a local computer. By default administrators, backup operators, power users and users have this privilege.",N/A,N/A,,,"Backup_Operators
Users
Administrators",no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105119,Microsoft Windows Users With Privilege - Manage Volumes,Ig,2,,,,,,,,The SeManageVolumePrivilege setting at the host is enumerated. This allows a non-administrative or remote user to manage volumes or disks. By default administrators have this privilege.,N/A,N/A,,,Administrators,no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105122,Microsoft Windows Users With Privileges - Profile System,Ig,2,,,,,,,,The SeSystemProfilePrivilege setting at the host is enumerated. This allows a user to sample the performance of system processes. By default administrators have this privilege.,N/A,N/A,,,"WdiServiceHost
Administrators",no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105123,Microsoft Windows Users With Privileges - Modify System Time,Ig,2,,,,,,,,The SeSystemTimePrivilege setting at the host is enumerated. This allows a  user to adjust the time on the computer's internal clock. By default administrators and power users have this privilege.,N/A,N/A,,,"Administrators
Local_Service",no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105124,Microsoft Windows Users With Privileges - Take Object Ownership,Ig,2,,,,,,,,"The SeTakeOwnershipPrivilege setting at the host is enumerated. This allows a user to take ownership of any securable object in the system including Active Directory objects, NTFS files and folders, printers, registry keys, services, processes and threads. By default administrators have this privilege.",N/A,N/A,,,Administrators,no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105126,Microsoft Windows Users With Privilege - Undock Privilege,Ig,2,,,,,,,,The SeUndockPrivilege setting at the host is enumerated. This allows the user of a portable computer to undock the computer by checking Eject PC at the start menu.,N/A,N/A,,,"Users
Administrators",no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105128,Microsoft Windows Users With Privilege -  Lock Pages In Memory,Ig,2,,,,,,,,"This enumerates the SeLockMemoryPrivilege setting at the target. This allows  a process to keep data in physical memory, which prevents the system from paging the data to virtual memory on disk. By default this setting is not assigned.",N/A,N/A,,,oren,no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105156,Microsoft Windows Users With Rights - Logon as a Batch,Ig,2,,,,,,,,The accounts with batch logon rights are enumerated.,N/A,N/A,,,"IIS_IUSRS
Performance_Log_Users
Backup_Operators
Administrators
itservices",no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105157,Microsoft Windows Users With Rights - Interactive Logon,Ig,2,,,,,,,,The accounts with interactive logon rights are enumerated.,N/A,N/A,,,"Backup_Operators
Users
Administrators
Domain_Guest",no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105158,Microsoft Windows Users With Rights - Network Logon,Ig,2,,,,,,,,The accounts with network logon rights are enumerated.,N/A,N/A,,,"Backup_Operators
Users
Administrators
All",no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105159,Microsoft Windows Users With Rights - Logon as a Service,Ig,2,,,,,,,,The accounts with service logon rights are enumerated.,N/A,N/A,,,ALL SERVICES,no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105161,Microsoft Windows Users With Rights Denied - Interactive Logon,Ig,2,,,,,,,,The accounts for which the interactive logon is explicitly denied are enumerated.,N/A,N/A,,,Domain_Guest,no,,Security Policy
10.0.0.182,oren-new.nayaxvend.int,OREN-NEW,Windows 7 Service Pack 1,"host scanned, found vuln",105162,Microsoft Windows Users With Rights Denied - Network Logon,Ig,2,,,,,,,,The accounts for which network logon is explicitly denied are enumerated.,N/A,N/A,,,Domain_Guest,no,,Security Policy
